gene.id	total_sites	non-NA_sites
DPOGS208761	94	94
DPOGS208708	956	956
DPOGS208680	136	136
DPOGS208759	500	500
DPOGS208712	125	125
DPOGS208725	213	213
DPOGS208695	497	497
DPOGS208690	411	411
DPOGS208686	411	411
DPOGS208720	613	613
DPOGS208743	468	468
DPOGS208755	685	685
DPOGS208706	2591	2591
DPOGS208738	375	375
DPOGS208760	1152	1152
DPOGS208746	973	973
DPOGS208734	1184	1184
DPOGS208699	226	226
DPOGS208736	125	125
DPOGS208724	197	197
DPOGS208689	2548	2548
DPOGS208687	1517	1517
DPOGS208762	756	756
DPOGS208729	61	61
DPOGS208740	317	317
DPOGS208739	706	706
DPOGS208730	1299	1299
DPOGS208723	385	385
DPOGS208731	2806	2806
DPOGS208705	394	394
DPOGS208671	554	554
DPOGS208737	456	456
DPOGS208696	703	703
DPOGS208691	120	120
DPOGS208735	199	199
DPOGS208758	240	240
DPOGS208732	1104	1104
DPOGS208742	616	616
DPOGS208733	199	199
DPOGS208694	678	678
DPOGS208719	1151	1151
DPOGS208685	1189	1189
DPOGS208692	861	861
DPOGS210902	1119	1119
DPOGS210900	716	716
DPOGS210887	243	243
DPOGS210899	660	660
DPOGS210898	394	394
DPOGS210916	382	382
DPOGS210927	277	277
DPOGS210930	668	668
DPOGS210901	429	429
DPOGS210928	431	431
DPOGS210904	498	498
DPOGS210911	896	896
DPOGS210912	310	310
DPOGS210915	337	337
DPOGS210926	159	159
DPOGS210921	3183	3183
DPOGS210885	124	124
DPOGS210886	519	519
DPOGS210903	2095	2095
DPOGS210909	547	547
DPOGS210922	342	342
DPOGS210897	426	426
DPOGS210910	1459	1459
DPOGS210935	284	284
DPOGS210934	8953	8953
DPOGS210929	944	944
DPOGS210892	809	809
DPOGS210925	2751	2751
DPOGS210895	438	438
DPOGS210936	587	587
DPOGS210917	532	532
DPOGS210888	1751	1751
DPOGS210914	537	537
DPOGS210920	296	296
DPOGS210894	578	578
DPOGS210907	217	217
DPOGS210906	3852	3852
DPOGS210896	1847	1847
DPOGS210893	474	474
DPOGS210891	2946	2946
DPOGS210919	2190	2190
DPOGS210905	284	284
DPOGS210933	364	364
DPOGS210889	358	358
DPOGS210890	637	637
DPOGS210924	296	296
DPOGS210931	2872	2872
DPOGS210923	158	158
DPOGS210937	1089	1089
DPOGS210932	842	842
DPOGS204223	2039	2039
DPOGS204265	206	206
DPOGS204251	424	424
DPOGS204288	496	496
DPOGS204295	104	104
DPOGS204290	1673	1673
DPOGS204305	409	409
DPOGS204264	253	253
DPOGS204245	325	325
DPOGS204250	489	489
DPOGS204226	5718	5718
DPOGS204289	637	637
DPOGS204294	2007	2007
DPOGS204292	2357	2357
DPOGS204306	263	263
DPOGS204246	510	510
DPOGS204225	991	991
DPOGS204297	1817	1817
DPOGS204304	888	888
DPOGS204293	1011	1011
DPOGS204235	270	270
DPOGS204222	878	878
DPOGS204291	797	797
DPOGS204262	683	683
DPOGS204244	5472	5472
DPOGS204256	1070	1070
DPOGS204238	2687	2687
DPOGS204286	372	372
DPOGS204296	1734	1734
DPOGS204316	967	967
DPOGS204312	407	407
DPOGS204263	175	175
DPOGS204285	166	166
DPOGS204300	1181	1181
DPOGS204240	204	204
DPOGS204255	418	418
DPOGS204315	287	287
DPOGS204303	1244	1244
DPOGS204229	1118	1118
DPOGS204220	390	390
DPOGS204299	802	802
DPOGS204260	851	851
DPOGS204283	320	320
DPOGS204247	297	297
DPOGS204237	318	318
DPOGS204257	262	262
DPOGS204259	254	254
DPOGS204301	1171	1171
DPOGS204287	1626	1626
DPOGS204302	454	454
DPOGS204270	2690	2690
DPOGS204232	679	679
DPOGS204233	3460	3460
DPOGS204310	508	508
DPOGS204236	1254	1254
DPOGS204261	355	355
DPOGS204266	154	154
DPOGS204311	1151	1151
DPOGS204314	326	326
DPOGS204281	289	289
DPOGS204228	1047	1047
DPOGS204218	242	242
DPOGS204284	1826	1826
DPOGS204243	882	882
DPOGS204253	461	461
DPOGS204216	1461	1461
DPOGS204249	421	421
DPOGS204309	368	368
DPOGS204234	5453	5453
DPOGS204224	1978	1978
DPOGS204275	176	176
DPOGS204217	1274	1274
DPOGS204231	837	837
DPOGS204276	474	474
DPOGS204273	270	270
DPOGS204258	498	498
DPOGS204219	361	361
DPOGS204252	413	413
DPOGS204221	350	350
DPOGS204242	1312	1312
DPOGS204248	537	537
DPOGS204313	477	477
DPOGS204268	6196	6196
DPOGS204271	692	692
DPOGS204241	373	373
DPOGS204298	383	383
DPOGS204274	457	457
DPOGS204307	2627	2627
DPOGS204227	708	708
DPOGS204269	98	98
DPOGS204230	1508	1508
DPOGS204277	3220	3220
DPOGS204318	1382	1382
DPOGS204308	1226	1226
DPOGS204282	2080	2080
DPOGS204267	852	852
DPOGS204320	277	277
DPOGS204272	624	624
DPOGS204279	1307	1307
DPOGS204254	570	570
DPOGS204239	1109	1109
DPOGS204317	459	459
DPOGS204280	167	167
DPOGS204278	1440	1440
DPOGS215242	554	554
DPOGS215247	342	342
DPOGS215243	1171	1171
DPOGS215246	3283	3283
DPOGS215251	340	340
DPOGS215261	1012	1012
DPOGS215248	2266	2266
DPOGS215250	372	372
DPOGS215256	488	488
DPOGS215269	949	949
DPOGS215253	422	422
DPOGS215249	367	367
DPOGS215260	215	215
DPOGS215273	1143	1143
DPOGS215274	1628	1628
DPOGS215244	313	313
DPOGS215267	212	212
DPOGS215277	3855	3855
DPOGS215278	959	959
DPOGS215263	956	956
DPOGS215272	1081	1081
DPOGS215281	1201	1201
DPOGS215282	531	531
DPOGS215270	374	374
DPOGS215265	1922	1922
DPOGS215240	2053	2053
DPOGS215241	867	867
DPOGS215254	722	722
DPOGS215257	1860	1860
DPOGS215276	836	836
DPOGS215245	1603	1603
DPOGS215259	909	909
DPOGS215271	125	125
DPOGS215279	305	305
DPOGS215280	421	421
DPOGS215255	487	487
DPOGS215239	855	855
DPOGS215238	327	327
DPOGS215258	554	554
DPOGS215275	892	892
DPOGS206656	188	188
DPOGS206648	2785	2785
DPOGS206692	1144	1144
DPOGS206647	532	532
DPOGS206693	205	205
DPOGS206696	516	516
DPOGS206651	487	487
DPOGS206652	434	434
DPOGS206658	802	802
DPOGS206607	995	995
DPOGS206606	877	877
DPOGS206615	166	166
DPOGS206691	1322	1322
DPOGS206659	228	228
DPOGS206695	555	555
DPOGS206595	295	295
DPOGS206694	392	392
DPOGS206649	431	431
DPOGS206598	1568	1568
DPOGS206613	763	763
DPOGS206612	104	104
DPOGS206614	166	166
DPOGS206605	404	404
DPOGS206602	1768	1768
DPOGS206603	933	933
DPOGS206604	1474	1474
DPOGS206650	331	331
DPOGS206608	623	623
DPOGS206622	802	802
DPOGS206646	2234	2234
DPOGS206660	37	37
DPOGS206706	346	346
DPOGS206600	2877	2877
DPOGS206596	5137	5137
DPOGS206597	1571	1571
DPOGS206700	337	337
DPOGS206697	309	309
DPOGS206662	204	204
DPOGS206644	2767	2767
DPOGS206643	604	604
DPOGS206645	1028	1028
DPOGS206594	932	932
DPOGS206679	979	979
DPOGS206623	1198	1198
DPOGS206667	383	383
DPOGS206638	2130	2130
DPOGS206685	1862	1862
DPOGS206611	2078	2078
DPOGS206670	622	622
DPOGS206601	133	133
DPOGS206629	662	662
DPOGS206663	265	265
DPOGS206690	910	910
DPOGS206701	821	821
DPOGS206621	580	580
DPOGS206620	331	331
DPOGS206631	2710	2710
DPOGS206635	1024	1024
DPOGS206624	471	471
DPOGS206669	801	801
DPOGS206639	109	109
DPOGS206610	1274	1274
DPOGS206672	666	666
DPOGS206642	471	471
DPOGS206688	984	984
DPOGS206689	597	597
DPOGS206676	405	405
DPOGS206673	556	556
DPOGS206593	1751	1751
DPOGS206665	1461	1461
DPOGS206668	645	645
DPOGS206636	1406	1406
DPOGS206637	120	120
DPOGS206627	1603	1603
DPOGS206640	186	186
DPOGS206687	168	168
DPOGS206686	146	146
DPOGS206698	1252	1252
DPOGS206661	143	143
DPOGS206699	238	238
DPOGS206628	627	627
DPOGS206666	367	367
DPOGS206678	902	902
DPOGS206630	421	421
DPOGS206705	994	994
DPOGS206704	1717	1717
DPOGS206684	1285	1285
DPOGS206609	1764	1764
DPOGS206626	250	250
DPOGS206671	144	144
DPOGS206641	1947	1947
DPOGS206587	454	454
DPOGS206674	1062	1062
DPOGS206619	1302	1302
DPOGS206592	163	163
DPOGS206591	122	122
DPOGS206589	689	689
DPOGS206682	1033	1033
DPOGS206633	118	118
DPOGS206634	523	523
DPOGS206683	448	448
DPOGS206675	297	297
DPOGS206681	441	441
DPOGS206703	1041	1041
DPOGS206702	822	822
DPOGS206707	337	337
DPOGS206677	447	447
DPOGS206617	675	675
DPOGS206632	279	279
DPOGS206625	1091	1091
DPOGS206588	836	836
DPOGS206680	1336	1336
DPOGS206664	671	671
DPOGS209887	1610	1610
DPOGS209886	552	552
DPOGS209902	1281	1281
DPOGS209892	1310	1310
DPOGS209894	481	481
DPOGS209883	196	196
DPOGS209885	747	747
DPOGS209891	1340	1340
DPOGS209905	746	746
DPOGS209884	869	869
DPOGS209895	321	321
DPOGS209901	1721	1721
DPOGS209889	2141	2141
DPOGS209906	193	193
DPOGS209904	757	757
DPOGS209899	147	147
DPOGS209896	630	630
DPOGS209898	419	419
DPOGS209888	715	715
DPOGS209890	216	216
DPOGS209908	168	168
DPOGS209903	455	455
DPOGS209907	636	636
DPOGS209893	1739	1739
DPOGS209911	436	436
DPOGS209897	943	943
DPOGS209909	842	842
DPOGS209900	511	511
DPOGS209910	196	196
DPOGS214580	120	120
DPOGS214579	1401	1401
DPOGS214592	227	227
DPOGS214593	1122	1122
DPOGS214594	1084	1084
DPOGS214578	127	127
DPOGS214591	759	759
DPOGS214605	254	254
DPOGS214606	2377	2377
DPOGS214617	733	733
DPOGS214595	740	740
DPOGS214587	225	225
DPOGS214611	71	71
DPOGS214607	151	151
DPOGS214586	276	276
DPOGS214604	225	225
DPOGS214618	252	252
DPOGS214577	534	534
DPOGS214590	732	732
DPOGS214608	350	350
DPOGS214609	349	349
DPOGS214619	1367	1367
DPOGS214632	5972	5972
DPOGS214612	1943	1943
DPOGS214613	797	797
DPOGS214650	568	568
DPOGS214589	918	918
DPOGS214603	302	302
DPOGS214576	749	749
DPOGS214630	611	611
DPOGS214631	2630	2630
DPOGS214646	208	208
DPOGS214633	2339	2339
DPOGS214634	1158	1158
DPOGS214596	716	716
DPOGS214651	170	170
DPOGS214585	1329	1329
DPOGS214625	1273	1273
DPOGS214614	1866	1866
DPOGS214588	2785	2785
DPOGS214616	628	628
DPOGS214629	1015	1015
DPOGS214644	931	931
DPOGS214645	209	209
DPOGS214640	2145	2145
DPOGS214647	646	646
DPOGS214648	957	957
DPOGS214649	300	300
DPOGS214568	1442	1442
DPOGS214570	820	820
DPOGS214571	699	699
DPOGS214626	779	779
DPOGS214599	6017	6017
DPOGS214615	884	884
DPOGS214643	376	376
DPOGS214574	2235	2235
DPOGS214628	596	596
DPOGS214583	288	288
DPOGS214584	2801	2801
DPOGS214620	242	242
DPOGS214621	7119	7119
DPOGS214638	1743	1743
DPOGS214627	621	621
DPOGS214623	403	403
DPOGS214572	1031	1031
DPOGS214641	1122	1122
DPOGS214642	562	562
DPOGS214575	742	742
DPOGS214601	291	291
DPOGS214624	1094	1094
DPOGS214637	311	311
DPOGS214636	6139	6139
DPOGS214597	781	781
DPOGS214573	741	741
DPOGS214602	311	311
DPOGS214639	1238	1238
DPOGS214600	261	261
DPOGS214610	534	534
DPOGS214582	206	206
DPOGS214622	1341	1341
DPOGS214581	1433	1433
DPOGS214598	428	428
DPOGS214635	685	685
DPOGS207443	650	650
DPOGS207444	712	712
DPOGS207495	753	753
DPOGS207447	1232	1232
DPOGS207486	168	168
DPOGS207465	1411	1411
DPOGS207438	806	806
DPOGS207461	1016	1016
DPOGS207492	392	392
DPOGS207451	1506	1506
DPOGS207448	1341	1341
DPOGS207494	137	137
DPOGS207458	86	86
DPOGS207453	287	287
DPOGS207497	985	985
DPOGS207463	726	726
DPOGS207493	1628	1628
DPOGS207485	237	237
DPOGS207454	236	236
DPOGS207456	625	625
DPOGS207460	370	370
DPOGS207457	136	136
DPOGS207489	174	174
DPOGS207449	407	407
DPOGS207487	220	220
DPOGS207437	300	300
DPOGS207439	244	244
DPOGS207466	1983	1983
DPOGS207450	104	104
DPOGS207476	963	963
DPOGS207469	1072	1072
DPOGS207442	536	536
DPOGS207482	1652	1652
DPOGS207480	309	309
DPOGS207452	3582	3582
DPOGS207490	1323	1323
DPOGS207483	3026	3026
DPOGS207484	949	949
DPOGS207477	2659	2659
DPOGS207474	2071	2071
DPOGS207455	1259	1259
DPOGS207446	275	275
DPOGS207441	2047	2047
DPOGS207464	327	327
DPOGS207496	1046	1046
DPOGS207459	266	266
DPOGS207481	177	177
DPOGS207468	435	435
DPOGS207470	242	242
DPOGS207467	1289	1289
DPOGS207475	356	356
DPOGS207435	828	828
DPOGS207491	970	970
DPOGS207478	2909	2909
DPOGS207445	1674	1674
DPOGS207462	353	353
DPOGS207479	609	609
DPOGS207471	362	362
DPOGS207436	371	371
DPOGS208612	8748	8748
DPOGS208617	106	106
DPOGS208588	537	537
DPOGS208618	2211	2211
DPOGS208624	1729	1729
DPOGS208591	3775	3775
DPOGS208608	2659	2659
DPOGS208626	264	264
DPOGS208603	546	546
DPOGS208589	2391	2391
DPOGS208614	286	286
DPOGS208610	479	479
DPOGS208620	456	456
DPOGS208615	967	967
DPOGS208590	394	394
DPOGS208595	126	126
DPOGS208592	1690	1690
DPOGS208607	420	420
DPOGS208627	1053	1053
DPOGS208598	1600	1600
DPOGS208597	8644	8644
DPOGS208611	2805	2805
DPOGS208625	264	264
DPOGS208623	2505	2505
DPOGS208599	450	450
DPOGS208621	512	512
DPOGS208594	2359	2359
DPOGS208600	806	806
DPOGS208613	419	419
DPOGS208593	4520	4520
DPOGS208596	1201	1201
DPOGS208609	1220	1220
DPOGS208619	2166	2166
DPOGS208587	339	339
DPOGS208606	736	736
DPOGS208601	890	890
DPOGS208602	739	739
DPOGS208604	1121	1121
DPOGS208605	255	255
DPOGS202015	804	804
DPOGS202067	239	239
DPOGS202008	1023	1023
DPOGS202068	193	193
DPOGS202012	167	167
DPOGS202010	278	278
DPOGS202037	512	512
DPOGS202054	712	712
DPOGS202061	951	951
DPOGS202063	635	635
DPOGS202064	388	388
DPOGS202074	551	551
DPOGS202073	891	891
DPOGS202029	245	245
DPOGS202026	82	82
DPOGS202056	957	957
DPOGS202036	684	684
DPOGS202072	891	891
DPOGS202066	649	649
DPOGS202009	163	163
DPOGS202070	391	391
DPOGS202024	558	558
DPOGS202023	285	285
DPOGS202035	426	426
DPOGS202007	565	565
DPOGS202041	407	407
DPOGS202014	703	703
DPOGS202030	168	168
DPOGS202058	240	240
DPOGS202021	517	517
DPOGS202050	610	610
DPOGS202013	777	777
DPOGS202043	193	193
DPOGS202018	289	289
DPOGS202039	986	986
DPOGS202042	918	918
DPOGS202040	317	317
DPOGS202011	218	218
DPOGS202034	641	641
DPOGS202065	126	126
DPOGS202059	839	839
DPOGS202060	189	189
DPOGS202046	479	479
DPOGS202044	735	735
DPOGS202055	577	577
DPOGS202057	208	208
DPOGS202075	873	873
DPOGS202016	830	830
DPOGS202031	171	171
DPOGS202045	164	164
DPOGS202069	384	384
DPOGS202022	3098	3098
DPOGS202071	182	182
DPOGS202017	1064	1064
DPOGS202047	2379	2379
DPOGS202019	400	400
DPOGS202048	572	572
DPOGS202032	812	812
DPOGS202052	581	581
DPOGS202053	588	588
DPOGS202033	5667	5667
DPOGS202027	445	445
DPOGS202051	210	210
DPOGS212020	579	579
DPOGS212046	172	172
DPOGS212038	1144	1144
DPOGS212036	530	530
DPOGS212037	2264	2264
DPOGS212018	720	720
DPOGS212035	134	134
DPOGS212048	1396	1396
DPOGS212021	410	410
DPOGS212019	316	316
DPOGS212014	211	211
DPOGS212015	231	231
DPOGS212047	2988	2988
DPOGS212023	784	784
DPOGS212045	651	651
DPOGS212029	1628	1628
DPOGS212040	1084	1084
DPOGS212043	198	198
DPOGS212017	3418	3418
DPOGS212024	239	239
DPOGS212041	1793	1793
DPOGS212034	506	506
DPOGS212039	918	918
DPOGS212032	193	193
DPOGS212049	262	262
DPOGS212016	1519	1519
DPOGS212044	233	233
DPOGS212027	1546	1546
DPOGS212042	982	982
DPOGS212051	252	252
DPOGS212012	227	227
DPOGS212028	166	166
DPOGS212033	1911	1911
DPOGS212055	432	432
DPOGS212030	1345	1345
DPOGS212013	209	209
DPOGS212050	499	499
DPOGS212022	2520	2520
DPOGS212031	2019	2019
DPOGS212054	56	56
DPOGS212053	322	322
DPOGS212056	491	491
DPOGS212025	503	503
DPOGS212052	686	686
DPOGS212026	3151	3151
DPOGS203505	189	189
DPOGS203507	226	226
DPOGS203502	2152	2152
DPOGS203556	521	521
DPOGS203522	136	136
DPOGS203511	672	672
DPOGS203513	929	929
DPOGS203548	718	718
DPOGS203551	420	420
DPOGS203550	851	851
DPOGS203577	1265	1265
DPOGS203576	1726	1726
DPOGS203544	243	243
DPOGS203547	536	536
DPOGS203477	260	260
DPOGS203504	2057	2057
DPOGS203533	588	588
DPOGS203495	328	328
DPOGS203546	284	284
DPOGS203517	1619	1619
DPOGS203555	1204	1204
DPOGS203528	703	703
DPOGS203514	230	230
DPOGS203480	479	479
DPOGS203493	468	468
DPOGS203512	1846	1846
DPOGS203482	253	253
DPOGS203524	553	553
DPOGS203503	1480	1480
DPOGS203519	822	822
DPOGS203529	6135	6135
DPOGS203569	254	254
DPOGS203532	628	628
DPOGS203531	1084	1084
DPOGS203554	398	398
DPOGS203484	459	459
DPOGS203481	431	431
DPOGS203506	2354	2354
DPOGS203545	1467	1467
DPOGS203543	738	738
DPOGS203525	2737	2737
DPOGS203478	1183	1183
DPOGS203499	208	208
DPOGS203575	807	807
DPOGS203494	345	345
DPOGS203553	608	608
DPOGS203564	1347	1347
DPOGS203526	695	695
DPOGS203527	1637	1637
DPOGS203483	147	147
DPOGS203523	1715	1715
DPOGS203518	120	120
DPOGS203485	558	558
DPOGS203520	3089	3089
DPOGS203501	847	847
DPOGS203565	981	981
DPOGS203561	293	293
DPOGS203515	1268	1268
DPOGS203479	3323	3323
DPOGS203521	1024	1024
DPOGS203500	168	168
DPOGS203516	789	789
DPOGS203563	534	534
DPOGS203570	242	242
DPOGS203491	1602	1602
DPOGS203562	813	813
DPOGS203559	315	315
DPOGS203580	743	743
DPOGS203574	328	328
DPOGS203572	315	315
DPOGS203571	250	250
DPOGS203557	1024	1024
DPOGS203487	553	553
DPOGS203486	1694	1694
DPOGS203578	775	775
DPOGS203489	254	254
DPOGS203552	665	665
DPOGS203537	370	370
DPOGS203573	282	282
DPOGS203560	172	172
DPOGS203558	695	695
DPOGS203490	1211	1211
DPOGS203488	395	395
DPOGS203492	85	85
DPOGS203566	178	178
DPOGS203567	357	357
DPOGS203579	294	294
DPOGS203581	401	401
DPOGS203536	188	188
DPOGS203534	1639	1639
DPOGS203539	171	171
DPOGS203540	1042	1042
DPOGS203538	165	165
DPOGS203542	206	206
DPOGS203541	628	628
DPOGS203530	2711	2711
DPOGS205519	1149	1149
DPOGS205523	1201	1201
DPOGS205496	78	78
DPOGS205529	232	232
DPOGS205511	1927	1927
DPOGS205512	142	142
DPOGS205524	1396	1396
DPOGS205520	397	397
DPOGS205522	597	597
DPOGS205495	483	483
DPOGS205515	1603	1603
DPOGS205532	1894	1894
DPOGS205503	353	353
DPOGS205543	819	819
DPOGS205507	1453	1453
DPOGS205536	494	494
DPOGS205528	72	72
DPOGS205525	1479	1479
DPOGS205526	147	147
DPOGS205517	900	900
DPOGS205508	1881	1881
DPOGS205506	722	722
DPOGS205514	1350	1350
DPOGS205542	428	428
DPOGS205516	2398	2398
DPOGS205546	314	314
DPOGS205547	487	487
DPOGS205534	1190	1190
DPOGS205509	500	500
DPOGS205541	529	529
DPOGS205540	312	312
DPOGS205501	1790	1790
DPOGS205533	131	131
DPOGS205537	438	438
DPOGS205505	1514	1514
DPOGS205535	1394	1394
DPOGS205510	367	367
DPOGS205499	685	685
DPOGS205497	2721	2721
DPOGS205500	1885	1885
DPOGS205498	288	288
DPOGS205538	520	520
DPOGS205549	1469	1469
DPOGS205530	602	602
DPOGS205504	564	564
DPOGS205518	4861	4861
DPOGS205539	1135	1135
DPOGS205502	1063	1063
DPOGS205544	223	223
DPOGS205494	1157	1157
DPOGS205527	1290	1290
DPOGS205548	138	138
DPOGS205545	625	625
DPOGS212936	112	112
DPOGS212952	330	330
DPOGS212951	126	126
DPOGS212962	171	171
DPOGS212963	942	942
DPOGS212954	340	340
DPOGS212953	222	222
DPOGS212978	300	300
DPOGS212949	282	282
DPOGS212976	492	492
DPOGS212960	478	478
DPOGS212977	1214	1214
DPOGS212924	437	437
DPOGS212935	312	312
DPOGS212967	1146	1146
DPOGS212933	168	168
DPOGS212947	1615	1615
DPOGS212964	965	965
DPOGS212961	308	308
DPOGS212965	1133	1133
DPOGS212958	918	918
DPOGS212974	819	819
DPOGS212973	601	601
DPOGS212932	104	104
DPOGS212959	612	612
DPOGS212975	985	985
DPOGS212950	295	295
DPOGS212972	716	716
DPOGS212931	212	212
DPOGS212934	355	355
DPOGS212929	1335	1335
DPOGS212956	2105	2105
DPOGS212979	1030	1030
DPOGS212955	748	748
DPOGS212925	635	635
DPOGS212942	316	316
DPOGS212930	1377	1377
DPOGS212928	358	358
DPOGS212944	1571	1571
DPOGS212948	467	467
DPOGS212946	680	680
DPOGS212971	348	348
DPOGS212943	578	578
DPOGS212968	1716	1716
DPOGS212966	360	360
DPOGS212970	3005	3005
DPOGS212939	1984	1984
DPOGS212941	907	907
DPOGS212957	2338	2338
DPOGS212940	955	955
DPOGS212945	1144	1144
DPOGS212969	1312	1312
DPOGS212927	927	927
DPOGS212937	735	735
DPOGS212980	1133	1133
DPOGS212926	4316	4316
DPOGS212938	471	471
DPOGS208147	140	140
DPOGS208159	1689	1689
DPOGS208153	524	524
DPOGS208160	347	347
DPOGS208155	932	932
DPOGS208148	147	147
DPOGS208156	883	883
DPOGS208158	1634	1634
DPOGS208164	170	170
DPOGS208154	679	679
DPOGS208163	837	837
DPOGS208152	2160	2160
DPOGS208161	457	457
DPOGS208150	682	682
DPOGS208149	1056	1056
DPOGS208165	196	196
DPOGS208151	122	122
DPOGS208157	240	240
DPOGS214797	1709	1709
DPOGS214795	737	737
DPOGS214809	1180	1180
DPOGS214810	170	170
DPOGS214808	184	184
DPOGS214807	168	168
DPOGS214804	771	771
DPOGS214789	3370	3370
DPOGS214811	1659	1659
DPOGS214812	221	221
DPOGS214792	110	110
DPOGS214814	470	470
DPOGS214816	1044	1044
DPOGS214796	2213	2213
DPOGS214790	689	689
DPOGS214803	2408	2408
DPOGS214818	544	544
DPOGS214794	227	227
DPOGS214793	1134	1134
DPOGS214820	1733	1733
DPOGS214817	487	487
DPOGS214798	523	523
DPOGS214806	1176	1176
DPOGS214802	715	715
DPOGS214801	708	708
DPOGS214800	1615	1615
DPOGS214805	1660	1660
DPOGS214791	254	254
DPOGS214815	2235	2235
DPOGS214799	489	489
DPOGS214819	1161	1161
DPOGS202002	244	244
DPOGS201969	1197	1197
DPOGS201981	293	293
DPOGS201972	1300	1300
DPOGS201975	169	169
DPOGS201977	186	186
DPOGS201990	494	494
DPOGS202004	377	377
DPOGS201980	323	323
DPOGS201998	2627	2627
DPOGS201964	356	356
DPOGS201989	106	106
DPOGS201999	184	184
DPOGS201993	1290	1290
DPOGS201985	886	886
DPOGS201988	447	447
DPOGS201978	138	138
DPOGS201970	495	495
DPOGS201992	359	359
DPOGS201963	704	704
DPOGS201962	3384	3384
DPOGS201971	496	496
DPOGS201979	1498	1498
DPOGS201996	983	983
DPOGS201982	245	245
DPOGS201966	1424	1424
DPOGS201984	1007	1007
DPOGS202003	628	628
DPOGS201965	2583	2583
DPOGS201967	215	215
DPOGS201974	149	149
DPOGS201973	212	212
DPOGS201991	772	772
DPOGS201983	494	494
DPOGS202001	843	843
DPOGS201976	154	154
DPOGS201994	1656	1656
DPOGS201968	633	633
DPOGS201986	982	982
DPOGS201987	538	538
DPOGS202006	142	142
DPOGS202005	509	509
DPOGS201997	775	775
DPOGS201995	932	932
DPOGS209179	747	747
DPOGS209176	653	653
DPOGS209180	412	412
DPOGS209138	81	81
DPOGS209137	1632	1632
DPOGS209134	305	305
DPOGS209174	1826	1826
DPOGS209175	1377	1377
DPOGS209190	340	340
DPOGS209167	1017	1017
DPOGS209140	223	223
DPOGS209181	172	172
DPOGS209169	2438	2438
DPOGS209136	1504	1504
DPOGS209135	398	398
DPOGS209143	955	955
DPOGS209163	540	540
DPOGS209132	960	960
DPOGS209189	158	158
DPOGS209193	857	857
DPOGS209133	366	366
DPOGS209151	886	886
DPOGS209207	426	426
DPOGS209147	630	630
DPOGS209168	346	346
DPOGS209188	449	449
DPOGS209161	1073	1073
DPOGS209210	1008	1008
DPOGS209139	1593	1593
DPOGS209146	1066	1066
DPOGS209145	972	972
DPOGS209159	959	959
DPOGS209173	1791	1791
DPOGS209164	1044	1044
DPOGS209206	468	468
DPOGS209150	343	343
DPOGS209162	1331	1331
DPOGS209142	146	146
DPOGS209130	204	204
DPOGS209186	531	531
DPOGS209184	1540	1540
DPOGS209185	2540	2540
DPOGS209157	708	708
DPOGS209214	1229	1229
DPOGS209129	366	366
DPOGS209194	1044	1044
DPOGS209165	591	591
DPOGS209205	661	661
DPOGS209204	341	341
DPOGS209203	405	405
DPOGS209211	547	547
DPOGS209183	4597	4597
DPOGS209160	315	315
DPOGS209197	195	195
DPOGS209158	1118	1118
DPOGS209216	205	205
DPOGS209144	1795	1795
DPOGS209156	708	708
DPOGS209177	454	454
DPOGS209192	800	800
DPOGS209170	200	200
DPOGS209149	325	325
DPOGS209202	438	438
DPOGS209209	1424	1424
DPOGS209198	145	145
DPOGS209171	797	797
DPOGS209213	535	535
DPOGS209152	390	390
DPOGS209128	1002	1002
DPOGS209155	189	189
DPOGS209172	1612	1612
DPOGS209166	554	554
DPOGS209208	949	949
DPOGS209178	775	775
DPOGS209199	234	234
DPOGS209191	2926	2926
DPOGS209200	456	456
DPOGS209201	523	523
DPOGS209141	146	146
DPOGS209154	513	513
DPOGS209153	386	386
DPOGS209215	710	710
DPOGS209131	1284	1284
DPOGS209195	1039	1039
DPOGS209148	432	432
DPOGS209212	1199	1199
DPOGS210429	425	425
DPOGS210419	1797	1797
DPOGS210456	203	203
DPOGS210428	400	400
DPOGS210455	203	203
DPOGS210470	1297	1297
DPOGS210413	147	147
DPOGS210469	965	965
DPOGS210478	786	786
DPOGS210411	119	119
DPOGS210426	791	791
DPOGS210457	367	367
DPOGS210427	1511	1511
DPOGS210416	233	233
DPOGS210439	495	495
DPOGS210435	1077	1077
DPOGS210452	9364	9364
DPOGS210453	173	173
DPOGS210476	621	621
DPOGS210422	573	573
DPOGS210449	191	191
DPOGS210438	1372	1372
DPOGS210479	189	189
DPOGS210436	1829	1829
DPOGS210480	810	810
DPOGS210454	163	163
DPOGS210423	157	157
DPOGS210450	720	720
DPOGS210412	132	132
DPOGS210477	344	344
DPOGS210424	857	857
DPOGS210431	591	591
DPOGS210471	1614	1614
DPOGS210474	1080	1080
DPOGS210468	470	470
DPOGS210466	1101	1101
DPOGS210465	1793	1793
DPOGS210415	178	178
DPOGS210417	3578	3578
DPOGS210446	1255	1255
DPOGS210467	371	371
DPOGS210464	632	632
DPOGS210425	1497	1497
DPOGS210463	313	313
DPOGS210458	147	147
DPOGS210414	247	247
DPOGS210447	1049	1049
DPOGS210475	764	764
DPOGS210420	274	274
DPOGS210434	8263	8263
DPOGS210437	375	375
DPOGS210421	411	411
DPOGS210418	1211	1211
DPOGS210445	177	177
DPOGS210472	1190	1190
