gene.id	total_sites	non-NA_sites
DPOGS205200	92	92
DPOGS205202	177	177
DPOGS205203	115	115
DPOGS205205	43	43
DPOGS205206	149	149
DPOGS205208	240	240
DPOGS205209	36	36
DPOGS205210	69	69
DPOGS205214	150	150
DPOGS205217	136	136
DPOGS205219	192	192
DPOGS205220	525	525
DPOGS205222	303	303
DPOGS205223	111	111
DPOGS205225	249	249
DPOGS205231	210	210
DPOGS205232	382	382
DPOGS205233	332	332
DPOGS205234	35	35
DPOGS205235	65	65
DPOGS205237	54	54
DPOGS205239	177	177
DPOGS205240	181	181
DPOGS205241	91	91
DPOGS205243	114	114
DPOGS205244	845	845
DPOGS205245	115	115
DPOGS205246	174	174
DPOGS205247	87	87
DPOGS205250	17	17
DPOGS205251	39	39
DPOGS205252	13	13
DPOGS205254	126	126
DPOGS205256	41	41
DPOGS205257	119	119
DPOGS205259	33	33
DPOGS205261	26	26
DPOGS205263	339	339
DPOGS205265	27	27
DPOGS205266	27	27
DPOGS205267	123	123
DPOGS205268	98	98
DPOGS205269	478	478
DPOGS205270	72	72
DPOGS205272	111	111
DPOGS205273	85	85
DPOGS205274	124	124
DPOGS205275	71	71
DPOGS205276	89	89
DPOGS205278	520	520
DPOGS205279	424	424
DPOGS205280	31	31
DPOGS205281	55	55
DPOGS205283	226	226
DPOGS205285	257	257
DPOGS205286	224	224
DPOGS205287	279	279
DPOGS205288	308	308
DPOGS205289	35	35
DPOGS205290	299	299
DPOGS205292	117	117
DPOGS205293	119	119
DPOGS205295	467	467
DPOGS205296	112	112
DPOGS205297	64	64
DPOGS205299	139	139
DPOGS205300	212	212
DPOGS205302	72	72
DPOGS205303	210	210
DPOGS205304	337	337
DPOGS205335	15	15
DPOGS205336	95	95
DPOGS205338	173	173
DPOGS205340	187	187
DPOGS205341	49	49
DPOGS205342	102	102
DPOGS205343	235	235
DPOGS205360	196	196
DPOGS205362	149	149
DPOGS205363	94	94
DPOGS205364	140	140
DPOGS205365	75	75
DPOGS205371	114	114
DPOGS205372	110	110
DPOGS205377	304	304
DPOGS205379	749	749
DPOGS205381	92	92
DPOGS205424	63	63
DPOGS205425	183	183
DPOGS205427	227	227
DPOGS205428	131	131
DPOGS205429	87	87
DPOGS205431	76	76
DPOGS205550	348	348
DPOGS205581	273	273
DPOGS205582	249	249
DPOGS205586	511	511
DPOGS205590	251	251
DPOGS205593	220	220
DPOGS205594	192	192
DPOGS205595	62	62
DPOGS205596	62	62
DPOGS205682	311	311
DPOGS205683	148	148
DPOGS205684	69	69
DPOGS205688	365	365
DPOGS205689	374	374
DPOGS205690	125	125
DPOGS205691	1199	1199
DPOGS205692	736	736
DPOGS205694	432	432
DPOGS205695	97	97
DPOGS205696	710	710
DPOGS205697	89	89
DPOGS205698	95	95
DPOGS205699	61	61
DPOGS205700	521	521
DPOGS205701	29	29
DPOGS205702	273	273
DPOGS205703	75	75
DPOGS205704	46	46
DPOGS205705	63	63
DPOGS205706	65	65
DPOGS205707	523	523
DPOGS205709	293	293
DPOGS205710	140	140
DPOGS205711	117	117
DPOGS205712	39	39
DPOGS205713	186	186
DPOGS205714	95	95
DPOGS205715	283	283
DPOGS205716	284	284
DPOGS205717	64	64
DPOGS205718	36	36
DPOGS205719	241	241
DPOGS205720	85	85
DPOGS205721	130	130
DPOGS205722	198	198
DPOGS205723	161	161
DPOGS205724	191	191
DPOGS205725	341	341
DPOGS205752	59	59
DPOGS205775	42	42
DPOGS205883	239	239
DPOGS205886	15	15
DPOGS205887	42	42
DPOGS205888	190	190
DPOGS205889	165	165
DPOGS205891	111	111
DPOGS205892	115	115
DPOGS205893	30	30
DPOGS205894	252	252
DPOGS205897	74	74
DPOGS205898	73	73
DPOGS205899	83	83
DPOGS205900	64	64
DPOGS205902	225	225
DPOGS205904	460	460
DPOGS205905	132	132
DPOGS205906	36	36
DPOGS205908	84	84
DPOGS205909	45	45
DPOGS205911	58	58
DPOGS205913	254	254
DPOGS205915	250	250
DPOGS205917	377	377
DPOGS205918	284	284
DPOGS205919	197	197
DPOGS205922	36	36
DPOGS205923	691	691
DPOGS205924	96	96
DPOGS205925	225	225
DPOGS205927	156	156
DPOGS205928	199	199
DPOGS205929	279	279
DPOGS205930	85	85
DPOGS205931	369	369
DPOGS205932	140	140
DPOGS205935	204	204
DPOGS205936	168	168
DPOGS205937	355	355
DPOGS205945	380	380
DPOGS205946	276	276
DPOGS205947	378	378
DPOGS205948	331	331
DPOGS205950	542	542
DPOGS205952	290	290
DPOGS205954	341	341
DPOGS205955	1579	1579
DPOGS205956	224	224
DPOGS205957	162	162
DPOGS205960	939	939
DPOGS205961	162	162
DPOGS205963	169	169
DPOGS205964	72	72
DPOGS205965	247	247
DPOGS205966	34	34
DPOGS205967	97	97
DPOGS206005	303	303
DPOGS206009	395	395
DPOGS206012	898	898
DPOGS206017	530	530
DPOGS206018	293	293
DPOGS206019	80	80
DPOGS206020	21	21
DPOGS206061	481	481
DPOGS206062	677	677
DPOGS206064	1127	1127
DPOGS206067	249	249
DPOGS206071	561	561
DPOGS206075	350	350
DPOGS206078	376	376
DPOGS206084	1048	1048
DPOGS206089	206	206
DPOGS206090	365	365
DPOGS206091	1092	1092
DPOGS206105	833	833
DPOGS206108	537	537
DPOGS206114	289	289
DPOGS206161	435	435
DPOGS206162	33	33
DPOGS206165	67	67
DPOGS206167	45	45
DPOGS206175	202	202
DPOGS206184	12	12
DPOGS206185	117	117
DPOGS206188	38	38
DPOGS206189	63	63
DPOGS206190	87	87
DPOGS206199	106	106
DPOGS206201	204	204
DPOGS206202	271	271
DPOGS206203	218	218
DPOGS206216	270	270
DPOGS206217	205	205
DPOGS206218	115	115
DPOGS206219	167	167
DPOGS206220	313	313
DPOGS206221	317	317
DPOGS206222	668	668
DPOGS206224	547	547
DPOGS206226	906	906
DPOGS206227	214	214
DPOGS206228	200	200
DPOGS206230	459	459
DPOGS206231	178	178
DPOGS206232	109	109
DPOGS206234	177	177
DPOGS206235	385	385
DPOGS206237	202	202
DPOGS206240	63	63
DPOGS206244	43	43
DPOGS206266	47	47
DPOGS206270	34	34
DPOGS206274	60	60
DPOGS206279	111	111
DPOGS206287	107	107
DPOGS206292	43	43
DPOGS206367	21	21
DPOGS206407	579	579
DPOGS206408	127	127
DPOGS206409	115	115
DPOGS206411	173	173
DPOGS206412	406	406
DPOGS206415	400	400
DPOGS206417	98	98
DPOGS206419	143	143
DPOGS206423	221	221
DPOGS206425	205	205
DPOGS206426	357	357
DPOGS206429	125	125
DPOGS206430	622	622
DPOGS206495	78	78
DPOGS206496	58	58
DPOGS206498	133	133
DPOGS206499	326	326
DPOGS206502	715	715
DPOGS206508	73	73
DPOGS206509	153	153
DPOGS206510	46	46
DPOGS206511	374	374
DPOGS206512	280	280
DPOGS206513	98	98
DPOGS206514	117	117
DPOGS206515	335	335
DPOGS206516	493	493
DPOGS206518	186	186
DPOGS206520	384	384
DPOGS206521	95	95
DPOGS206524	151	151
DPOGS206525	91	91
DPOGS206555	614	614
DPOGS206558	700	700
DPOGS206559	45	45
DPOGS206560	134	134
DPOGS206561	184	184
DPOGS206562	399	399
DPOGS206563	170	170
DPOGS206564	332	332
DPOGS206565	128	128
DPOGS206567	37	37
DPOGS206569	47	47
DPOGS206570	123	123
DPOGS206571	85	85
DPOGS206572	33	33
DPOGS206573	167	167
DPOGS206574	37	37
DPOGS206575	56	56
DPOGS206579	153	153
DPOGS206580	269	269
DPOGS206581	209	209
DPOGS206582	105	105
DPOGS206583	61	61
DPOGS206584	66	66
DPOGS206586	509	509
DPOGS206710	152	152
DPOGS206716	308	308
DPOGS206726	353	353
DPOGS206737	87	87
DPOGS206745	179	179
DPOGS206746	105	105
DPOGS206748	163	163
DPOGS206752	239	239
DPOGS206756	242	242
DPOGS206757	111	111
DPOGS206767	91	91
DPOGS206768	70	70
DPOGS206771	66	66
DPOGS206776	106	106
DPOGS206777	73	73
DPOGS206780	43	43
DPOGS207208	34	34
DPOGS207212	81	81
DPOGS207214	72	72
DPOGS207215	69	69
DPOGS207220	52	52
DPOGS207240	24	24
DPOGS207316	70	70
DPOGS207318	77	77
DPOGS207319	133	133
DPOGS207320	16	16
DPOGS207331	334	334
DPOGS207332	43	43
DPOGS207335	369	369
DPOGS207336	326	326
DPOGS207337	471	471
DPOGS207345	378	378
DPOGS207346	241	241
DPOGS207351	155	155
DPOGS207353	389	389
DPOGS207354	229	229
DPOGS207355	357	357
DPOGS207356	320	320
DPOGS207357	85	85
DPOGS207358	295	295
DPOGS207359	164	164
DPOGS207360	357	357
DPOGS207363	228	228
DPOGS207368	49	49
DPOGS207498	34	34
DPOGS207507	415	415
DPOGS207514	95	95
DPOGS207515	198	198
DPOGS207520	531	531
DPOGS207532	674	674
DPOGS207535	518	518
DPOGS207536	486	486
DPOGS207540	78	78
DPOGS207541	43	43
DPOGS207542	182	182
DPOGS207670	40	40
DPOGS207673	36	36
DPOGS207674	147	147
DPOGS207675	135	135
DPOGS207677	81	81
DPOGS207680	182	182
DPOGS207682	56	56
DPOGS207686	210	210
DPOGS207696	147	147
DPOGS207699	220	220
DPOGS207703	73	73
DPOGS207710	131	131
DPOGS207711	179	179
DPOGS207714	110	110
DPOGS207716	41	41
DPOGS207719	35	35
DPOGS207723	253	253
DPOGS207724	275	275
DPOGS207726	79	79
DPOGS207729	37	37
DPOGS207731	214	214
DPOGS207733	150	150
DPOGS207736	186	186
DPOGS207739	289	289
DPOGS207743	119	119
DPOGS207746	412	412
DPOGS207750	447	447
DPOGS207753	577	577
DPOGS207754	67	67
DPOGS207758	331	331
DPOGS207759	205	205
DPOGS207761	297	297
DPOGS207762	418	418
DPOGS207764	189	189
DPOGS207766	286	286
DPOGS207767	215	215
DPOGS207769	131	131
DPOGS207775	302	302
DPOGS207776	29	29
DPOGS207781	57	57
DPOGS207782	59	59
DPOGS207785	245	245
DPOGS207786	140	140
DPOGS207787	167	167
DPOGS207788	105	105
DPOGS207789	294	294
DPOGS207791	140	140
DPOGS207793	131	131
DPOGS207794	351	351
DPOGS207795	169	169
DPOGS207796	157	157
DPOGS207800	50	50
DPOGS207802	116	116
DPOGS207804	132	132
DPOGS207814	114	114
DPOGS207815	158	158
DPOGS207817	171	171
DPOGS207820	206	206
DPOGS207823	58	58
DPOGS207825	263	263
DPOGS207827	193	193
DPOGS207829	120	120
DPOGS207830	192	192
DPOGS207838	276	276
DPOGS207843	225	225
DPOGS207844	194	194
DPOGS207846	239	239
DPOGS207850	187	187
DPOGS207854	111	111
DPOGS207855	144	144
DPOGS207856	123	123
DPOGS207858	95	95
DPOGS207860	343	343
DPOGS207900	74	74
DPOGS207901	105	105
DPOGS207902	92	92
DPOGS207904	77	77
DPOGS207905	99	99
DPOGS207906	84	84
DPOGS207907	158	158
DPOGS207909	50	50
DPOGS207910	175	175
DPOGS207911	192	192
DPOGS207912	235	235
DPOGS207913	145	145
DPOGS207925	86	86
DPOGS207927	132	132
DPOGS207929	59	59
DPOGS207931	100	100
DPOGS207932	112	112
DPOGS207934	61	61
DPOGS207945	50	50
DPOGS207949	113	113
DPOGS207950	106	106
DPOGS207952	107	107
DPOGS207954	64	64
DPOGS207960	57	57
DPOGS207965	177	177
DPOGS207968	62	62
DPOGS207972	59	59
DPOGS207974	67	67
DPOGS207977	63	63
DPOGS207980	89	89
DPOGS207981	123	123
DPOGS207983	193	193
DPOGS207985	61	61
DPOGS207986	131	131
DPOGS207991	50	50
DPOGS207993	83	83
DPOGS207994	157	157
DPOGS207997	65	65
DPOGS207999	43	43
DPOGS208063	29	29
DPOGS208070	78	78
DPOGS208072	441	441
DPOGS208076	325	325
DPOGS208078	278	278
DPOGS208079	298	298
DPOGS208080	331	331
DPOGS208081	132	132
DPOGS208084	551	551
DPOGS208089	50	50
DPOGS208108	27	27
DPOGS208111	764	764
DPOGS208114	251	251
DPOGS208135	17	17
DPOGS208136	151	151
DPOGS208137	141	141
DPOGS208147	26	26
DPOGS208148	24	24
DPOGS208149	255	255
DPOGS208151	29	29
DPOGS208152	567	567
DPOGS208153	98	98
DPOGS208154	142	142
DPOGS208155	216	216
DPOGS208157	56	56
DPOGS208158	416	416
DPOGS208159	384	384
DPOGS208160	68	68
DPOGS208161	108	108
DPOGS208163	181	181
DPOGS208165	36	36
DPOGS208166	302	302
DPOGS208167	288	288
DPOGS208169	177	177
DPOGS208172	176	176
DPOGS208180	37	37
DPOGS208185	174	174
DPOGS208187	180	180
DPOGS208189	224	224
DPOGS208191	45	45
DPOGS208192	53	53
DPOGS208194	53	53
DPOGS208196	50	50
DPOGS208199	217	217
DPOGS208204	129	129
DPOGS208214	139	139
DPOGS208220	91	91
DPOGS208305	41	41
DPOGS208306	61	61
DPOGS208330	355	355
DPOGS208344	332	332
DPOGS208363	76	76
DPOGS208402	369	369
DPOGS208406	1456	1456
DPOGS208419	86	86
DPOGS208420	83	83
DPOGS208422	35	35
DPOGS208423	422	422
DPOGS208424	145	145
DPOGS208425	289	289
DPOGS208589	593	593
DPOGS208591	894	894
DPOGS208592	438	438
DPOGS208593	1066	1066
DPOGS208594	513	513
DPOGS208597	1596	1596
DPOGS208602	185	185
DPOGS208604	289	289
DPOGS208608	601	601
DPOGS208610	130	130
DPOGS208611	733	733
DPOGS208612	1724	1724
DPOGS208613	97	97
DPOGS208614	72	72
DPOGS208615	259	259
DPOGS208618	446	446
DPOGS208623	618	618
DPOGS208624	373	373
DPOGS208627	217	217
DPOGS208628	33	33
DPOGS208630	146	146
DPOGS208633	120	120
DPOGS208637	492	492
DPOGS208638	198	198
DPOGS208640	327	327
DPOGS208641	479	479
DPOGS208643	94	94
DPOGS208644	72	72
DPOGS208645	217	217
DPOGS208650	200	200
DPOGS208653	101	101
DPOGS208655	237	237
DPOGS208659	375	375
DPOGS208660	166	166
DPOGS208661	623	623
DPOGS208662	194	194
DPOGS208665	127	127
DPOGS208671	98	98
DPOGS208674	127	127
DPOGS208676	144	144
DPOGS208677	123	123
DPOGS208684	146	146
DPOGS208689	425	425
DPOGS208692	137	137
DPOGS208694	194	194
DPOGS208697	179	179
DPOGS208700	98	98
DPOGS208701	101	101
DPOGS208703	216	216
DPOGS208707	320	320
DPOGS208709	89	89
DPOGS208713	540	540
DPOGS208715	493	493
DPOGS208719	232	232
DPOGS208720	120	120
DPOGS208722	159	159
DPOGS208726	412	412
DPOGS208728	791	791
DPOGS208731	515	515
DPOGS208732	283	283
DPOGS208741	276	276
DPOGS208742	136	136
DPOGS208743	105	105
DPOGS208744	177	177
DPOGS208746	266	266
DPOGS208747	89	89
DPOGS208748	551	551
DPOGS208749	312	312
DPOGS208752	539	539
DPOGS208754	125	125
DPOGS208756	254	254
DPOGS208759	116	116
DPOGS208762	152	152
DPOGS208763	151	151
DPOGS208766	157	157
DPOGS208768	203	203
DPOGS208770	224	224
DPOGS208774	575	575
DPOGS208777	396	396
DPOGS208778	367	367
DPOGS208786	365	365
DPOGS208791	137	137
DPOGS208792	202	202
DPOGS208799	175	175
DPOGS208800	134	134
DPOGS208811	260	260
DPOGS208813	97	97
DPOGS208814	178	178
DPOGS208816	371	371
DPOGS208817	153	153
DPOGS208826	490	490
DPOGS208827	511	511
DPOGS208828	238	238
DPOGS208829	223	223
DPOGS208831	28	28
DPOGS208836	563	563
DPOGS208841	43	43
DPOGS208843	159	159
DPOGS208846	453	453
DPOGS208849	346	346
DPOGS208850	209	209
DPOGS208852	236	236
DPOGS208853	123	123
DPOGS208859	99	99
DPOGS208862	83	83
DPOGS208863	175	175
DPOGS208864	119	119
DPOGS208871	192	192
DPOGS208874	120	120
DPOGS208875	198	198
DPOGS208876	239	239
DPOGS208878	135	135
DPOGS208879	132	132
DPOGS208880	132	132
DPOGS208881	161	161
DPOGS208885	35	35
DPOGS208888	297	297
DPOGS208889	93	93
DPOGS208890	279	279
DPOGS208892	346	346
DPOGS208893	78	78
DPOGS208897	84	84
DPOGS208901	36	36
DPOGS208902	252	252
DPOGS208903	82	82
DPOGS208904	149	149
DPOGS208905	68	68
DPOGS208906	60	60
DPOGS208908	378	378
DPOGS208909	95	95
DPOGS208911	33	33
DPOGS208912	703	703
DPOGS208918	71	71
DPOGS208919	157	157
DPOGS208920	96	96
DPOGS208922	202	202
DPOGS208924	293	293
DPOGS208925	94	94
DPOGS208926	39	39
DPOGS208929	87	87
DPOGS208930	292	292
DPOGS208931	31	31
DPOGS208935	79	79
DPOGS208938	106	106
DPOGS208940	303	303
DPOGS208942	95	95
DPOGS208943	74	74
DPOGS208945	208	208
DPOGS208947	145	145
DPOGS208950	80	80
DPOGS208952	176	176
DPOGS208954	418	418
DPOGS208956	81	81
DPOGS208957	240	240
DPOGS208958	99	99
DPOGS208960	43	43
DPOGS208963	344	344
DPOGS208966	137	137
DPOGS208967	162	162
DPOGS208968	121	121
DPOGS208970	127	127
DPOGS208972	50	50
DPOGS208974	127	127
DPOGS208976	114	114
DPOGS208977	84	84
DPOGS208980	285	285
DPOGS208982	103	103
DPOGS208983	150	150
DPOGS208986	132	132
DPOGS208990	73	73
DPOGS208992	252	252
DPOGS208998	219	219
DPOGS208999	115	115
DPOGS209020	206	206
DPOGS209022	25	25
DPOGS209024	110	110
DPOGS209026	392	392
DPOGS209028	591	591
DPOGS209029	95	95
DPOGS209030	200	200
DPOGS209032	136	136
DPOGS209033	52	52
DPOGS209035	354	354
DPOGS209037	105	105
DPOGS209038	156	156
DPOGS209040	194	194
DPOGS209044	147	147
DPOGS209046	203	203
DPOGS209047	225	225
DPOGS209048	129	129
DPOGS209052	246	246
DPOGS209053	74	74
DPOGS209057	56	56
DPOGS209061	91	91
DPOGS209063	190	190
DPOGS209064	334	334
DPOGS209065	187	187
DPOGS209067	394	394
DPOGS209092	153	153
DPOGS209093	67	67
DPOGS209095	584	584
DPOGS209097	274	274
DPOGS209100	51	51
DPOGS209101	156	156
DPOGS209106	36	36
DPOGS209107	35	35
DPOGS209109	97	97
DPOGS209112	158	158
DPOGS209113	160	160
DPOGS209114	159	159
DPOGS209115	211	211
DPOGS209116	231	231
DPOGS209117	12	12
DPOGS209118	195	195
DPOGS209119	255	255
DPOGS209121	175	175
DPOGS209122	1058	1058
DPOGS209125	996	996
DPOGS209126	446	446
DPOGS209127	495	495
DPOGS209128	233	233
DPOGS209129	77	77
DPOGS209130	53	53
DPOGS209131	258	258
DPOGS209132	265	265
DPOGS209133	82	82
DPOGS209134	82	82
DPOGS209136	390	390
DPOGS209145	245	245
DPOGS209146	259	259
DPOGS209147	136	136
DPOGS209148	88	88
DPOGS209151	189	189
DPOGS209152	76	76
DPOGS209153	117	117
DPOGS209154	153	153
DPOGS209157	110	110
DPOGS209159	213	213
DPOGS209161	262	262
DPOGS209163	107	107
DPOGS209164	251	251
DPOGS209167	223	223
DPOGS209168	70	70
DPOGS209172	351	351
DPOGS209174	336	336
DPOGS209177	80	80
DPOGS209181	41	41
DPOGS209185	451	451
DPOGS209186	147	147
DPOGS209192	183	183
DPOGS209193	163	163
DPOGS209194	256	256
DPOGS209195	255	255
DPOGS209200	126	126
DPOGS209202	96	96
DPOGS209203	86	86
DPOGS209210	276	276
DPOGS209212	245	245
DPOGS209217	45	45
DPOGS209220	96	96
DPOGS209221	80	80
DPOGS209226	71	71
DPOGS209228	72	72
DPOGS209230	202	202
DPOGS209235	88	88
DPOGS209240	141	141
DPOGS209243	123	123
DPOGS209244	401	401
DPOGS209245	132	132
DPOGS209250	40	40
DPOGS209252	52	52
DPOGS209254	25	25
DPOGS209255	27	27
DPOGS209256	38	38
DPOGS209257	38	38
DPOGS209258	24	24
DPOGS209263	38	38
DPOGS209267	119	119
DPOGS209268	68	68
DPOGS209270	72	72
DPOGS209275	47	47
DPOGS209276	36	36
DPOGS209284	278	278
DPOGS209285	63	63
DPOGS209286	51	51
DPOGS209287	278	278
DPOGS209288	146	146
DPOGS209289	109	109
DPOGS209290	74	74
DPOGS209291	48	48
DPOGS209293	102	102
DPOGS209295	17	17
DPOGS209296	18	18
DPOGS209297	154	154
DPOGS209301	78	78
DPOGS209307	113	113
DPOGS209313	323	323
DPOGS209315	28	28
DPOGS209316	514	514
DPOGS209320	163	163
DPOGS209321	79	79
DPOGS209322	77	77
DPOGS209323	137	137
DPOGS209325	118	118
DPOGS209326	47	47
DPOGS209327	216	216
DPOGS209329	61	61
DPOGS209331	65	65
DPOGS209339	198	198
DPOGS209342	124	124
DPOGS209346	58	58
DPOGS209401	167	167
DPOGS209403	214	214
DPOGS209405	441	441
DPOGS209412	607	607
DPOGS209434	59	59
DPOGS209435	112	112
DPOGS209437	77	77
DPOGS209438	120	120
DPOGS209442	146	146
DPOGS209444	131	131
DPOGS209445	225	225
DPOGS209446	322	322
DPOGS209448	126	126
DPOGS209451	197	197
DPOGS209452	76	76
DPOGS209453	118	118
DPOGS209455	57	57
DPOGS209456	76	76
DPOGS209461	70	70
DPOGS209463	94	94
DPOGS209464	244	244
DPOGS209471	417	417
DPOGS209472	129	129
DPOGS209473	94	94
DPOGS209475	50	50
DPOGS209476	364	364
DPOGS209524	79	79
DPOGS209528	98	98
DPOGS209531	440	440
DPOGS209532	34	34
DPOGS209533	54	54
DPOGS209534	164	164
DPOGS209537	125	125
DPOGS209538	269	269
DPOGS209539	107	107
DPOGS209564	119	119
DPOGS209569	169	169
DPOGS209575	502	502
DPOGS209576	232	232
DPOGS209585	615	615
DPOGS209591	485	485
DPOGS209595	1063	1063
DPOGS209597	566	566
DPOGS209603	84	84
DPOGS209606	225	225
DPOGS209613	572	572
DPOGS209620	74	74
DPOGS209621	1041	1041
DPOGS209624	334	334
DPOGS209630	1943	1943
DPOGS209636	442	442
DPOGS209646	413	413
DPOGS209651	30	30
DPOGS209653	73	73
DPOGS209656	135	135
DPOGS209660	249	249
DPOGS209663	51	51
DPOGS209690	176	176
DPOGS209692	85	85
DPOGS209693	180	180
DPOGS209698	229	229
DPOGS209702	215	215
DPOGS209704	290	290
DPOGS209705	27	27
DPOGS209769	353	353
DPOGS209771	91	91
DPOGS209772	203	203
DPOGS209773	163	163
DPOGS209774	165	165
DPOGS209775	157	157
DPOGS209782	128	128
DPOGS209784	76	76
DPOGS209785	244	244
DPOGS209787	838	838
DPOGS209788	195	195
DPOGS209789	63	63
DPOGS209790	277	277
DPOGS209791	65	65
DPOGS209792	395	395
DPOGS209793	378	378
DPOGS209794	29	29
DPOGS209796	178	178
DPOGS209798	108	108
DPOGS209800	231	231
DPOGS209803	283	283
DPOGS209804	163	163
DPOGS209806	154	154
DPOGS209807	47	47
DPOGS209809	71	71
DPOGS209810	93	93
DPOGS209812	28	28
DPOGS209813	74	74
DPOGS209814	74	74
DPOGS209816	245	245
DPOGS209817	123	123
DPOGS209818	74	74
DPOGS209819	358	358
DPOGS209820	145	145
DPOGS209821	60	60
DPOGS209822	41	41
DPOGS209824	34	34
DPOGS209825	47	47
DPOGS209826	208	208
DPOGS209827	74	74
DPOGS209829	137	137
DPOGS209830	214	214
DPOGS209832	230	230
DPOGS209833	259	259
DPOGS209834	407	407
DPOGS209835	398	398
DPOGS209836	410	410
DPOGS209840	340	340
DPOGS209842	243	243
DPOGS209843	167	167
DPOGS209844	59	59
DPOGS209846	84	84
DPOGS209848	35	35
DPOGS209852	77	77
DPOGS209853	161	161
DPOGS209856	190	190
DPOGS209857	179	179
DPOGS209861	183	183
DPOGS209862	204	204
DPOGS209864	275	275
DPOGS209865	73	73
DPOGS209897	191	191
DPOGS209902	382	382
DPOGS209905	203	203
DPOGS209910	41	41
DPOGS209912	84	84
DPOGS209913	136	136
DPOGS209917	170	170
DPOGS209937	14	14
DPOGS209938	87	87
DPOGS209939	91	91
DPOGS209940	464	464
DPOGS209941	486	486
DPOGS209942	395	395
DPOGS209945	332	332
DPOGS209946	200	200
DPOGS209947	121	121
DPOGS209950	66	66
DPOGS209951	50	50
DPOGS209952	89	89
DPOGS209955	154	154
DPOGS209956	264	264
DPOGS209957	390	390
DPOGS209959	128	128
DPOGS209963	204	204
DPOGS209966	131	131
DPOGS209968	82	82
DPOGS209973	132	132
DPOGS209975	472	472
DPOGS209976	284	284
DPOGS209977	464	464
DPOGS209978	116	116
DPOGS209979	79	79
DPOGS209980	289	289
DPOGS209982	158	158
DPOGS209983	575	575
DPOGS209984	193	193
DPOGS209985	420	420
DPOGS209986	180	180
DPOGS210019	114	114
DPOGS210020	471	471
DPOGS210023	85	85
DPOGS210024	130	130
DPOGS210025	120	120
DPOGS210026	150	150
DPOGS210028	186	186
DPOGS210131	70	70
DPOGS210152	199	199
DPOGS210153	113	113
DPOGS210154	45	45
DPOGS210155	18	18
DPOGS210156	148	148
DPOGS210157	427	427
DPOGS210158	170	170
DPOGS210161	191	191
DPOGS210162	104	104
DPOGS210163	245	245
DPOGS210164	30	30
DPOGS210165	343	343
DPOGS210168	14	14
DPOGS210169	425	425
DPOGS210170	26	26
DPOGS210183	66	66
DPOGS210184	161	161
DPOGS210187	476	476
DPOGS210188	265	265
DPOGS210190	99	99
DPOGS210193	169	169
DPOGS210195	119	119
DPOGS210205	312	312
DPOGS210206	29	29
DPOGS210207	26	26
DPOGS210209	55	55
DPOGS210210	290	290
DPOGS210211	233	233
DPOGS210213	219	219
DPOGS210214	425	425
DPOGS210216	224	224
DPOGS210217	205	205
DPOGS210220	756	756
DPOGS210227	114	114
DPOGS210230	107	107
DPOGS210231	316	316
DPOGS210232	755	755
DPOGS210234	281	281
DPOGS210241	351	351
DPOGS210243	174	174
DPOGS210245	197	197
DPOGS210246	219	219
DPOGS210249	121	121
DPOGS210250	494	494
DPOGS210251	473	473
DPOGS210252	309	309
DPOGS210253	212	212
DPOGS210257	367	367
DPOGS210258	318	318
DPOGS210259	184	184
DPOGS210260	248	248
DPOGS210261	158	158
DPOGS210263	40	40
DPOGS210264	361	361
DPOGS210265	34	34
DPOGS210266	22	22
DPOGS210267	66	66
DPOGS210268	29	29
DPOGS210269	25	25
DPOGS210270	33	33
DPOGS210271	31	31
DPOGS210272	187	187
DPOGS210274	103	103
DPOGS210275	276	276
DPOGS210276	51	51
DPOGS210277	520	520
DPOGS210280	36	36
DPOGS210281	133	133
DPOGS210282	147	147
DPOGS210284	101	101
DPOGS210285	342	342
DPOGS210286	31	31
DPOGS210289	177	177
DPOGS210290	14	14
DPOGS210293	36	36
DPOGS210294	189	189
DPOGS210295	248	248
DPOGS210296	158	158
DPOGS210298	55	55
DPOGS210302	313	313
DPOGS210303	86	86
DPOGS210304	72	72
DPOGS210306	76	76
DPOGS210307	362	362
DPOGS210389	93	93
DPOGS210406	57	57
DPOGS210407	73	73
DPOGS210430	428	428
DPOGS210434	1564	1564
DPOGS210442	67	67
DPOGS210445	45	45
DPOGS210446	265	265
DPOGS210450	131	131
DPOGS210461	686	686
DPOGS210462	348	348
DPOGS210471	452	452
DPOGS210481	495	495
DPOGS210518	147	147
DPOGS210519	208	208
DPOGS210526	653	653
DPOGS210536	21	21
DPOGS210538	729	729
DPOGS210539	438	438
DPOGS210544	320	320
DPOGS210547	176	176
DPOGS210548	323	323
DPOGS210549	219	219
DPOGS210553	290	290
DPOGS210556	81	81
DPOGS210557	414	414
DPOGS210558	75	75
DPOGS210559	151	151
DPOGS210563	136	136
DPOGS210564	186	186
DPOGS210566	68	68
DPOGS210568	200	200
DPOGS210569	307	307
DPOGS210570	153	153
DPOGS210573	141	141
DPOGS210574	156	156
DPOGS210637	25	25
DPOGS210638	37	37
DPOGS210639	156	156
DPOGS210640	90	90
DPOGS210763	173	173
DPOGS210764	136	136
DPOGS210765	86	86
DPOGS210766	243	243
DPOGS210768	43	43
DPOGS210771	113	113
DPOGS210772	119	119
DPOGS210773	230	230
DPOGS210774	105	105
DPOGS210775	267	267
DPOGS210778	306	306
DPOGS210779	171	171
DPOGS210781	128	128
DPOGS210782	25	25
