gene.id	total_sites	non-NA_sites
DPOGS204318	4667	4667
DPOGS204321	261	261
DPOGS204374	213	213
DPOGS204378	5293	5293
DPOGS204381	5360	5360
DPOGS204383	3160	3160
DPOGS204387	7509	7509
DPOGS204388	6496	6496
DPOGS204390	3346	3346
DPOGS204393	8936	8936
DPOGS204399	4615	4615
DPOGS204402	5695	5695
DPOGS204404	5012	5012
DPOGS204406	9241	9241
DPOGS204407	8627	8627
DPOGS204409	3699	3699
DPOGS204410	4514	4514
DPOGS204412	3164	3164
DPOGS204414	4226	4226
DPOGS204415	4622	4622
DPOGS204416	3668	3668
DPOGS204418	4038	4038
DPOGS204420	3493	3493
DPOGS204423	4025	4025
DPOGS204424	3193	3193
DPOGS204429	3469	3469
DPOGS204430	4930	4930
DPOGS204431	5225	5225
DPOGS204433	6407	6407
DPOGS204434	1996	1996
DPOGS204437	4148	4148
DPOGS204440	4830	4830
DPOGS204443	9066	9066
DPOGS204444	7858	7858
DPOGS204445	2964	2964
DPOGS204448	8291	8291
DPOGS204450	4609	4609
DPOGS204453	5281	5281
DPOGS204454	4310	4310
DPOGS204455	5263	5263
DPOGS204456	3859	3859
DPOGS204457	4564	4564
DPOGS204458	6479	6479
DPOGS204459	2816	2816
DPOGS204460	2591	2591
DPOGS204461	6718	6718
DPOGS204462	2640	2640
DPOGS204463	6783	6783
DPOGS204464	2714	2714
DPOGS204466	6050	6050
DPOGS204467	3282	3282
DPOGS204468	9589	9589
DPOGS204472	2678	2678
DPOGS204473	6543	6543
DPOGS204474	3859	3859
DPOGS204475	5812	5812
DPOGS204476	2452	2452
DPOGS204479	4529	4529
DPOGS204480	4655	4655
DPOGS204481	3583	3583
DPOGS204482	2976	2976
DPOGS204483	2540	2540
DPOGS204485	10129	10129
DPOGS204487	7252	7252
DPOGS204495	3672	3672
DPOGS204496	3393	3393
DPOGS204497	7327	7327
DPOGS204500	2143	2143
DPOGS204502	4460	4460
DPOGS204503	5408	5408
DPOGS204504	6096	6096
DPOGS204508	5910	5910
DPOGS204524	1375	1375
DPOGS204525	11817	11817
DPOGS204526	13837	13837
DPOGS204527	1663	1663
DPOGS204528	1119	1119
DPOGS204529	1127	1127
DPOGS204530	563	563
DPOGS204531	688	688
DPOGS204532	11304	11304
DPOGS204533	9830	9830
DPOGS204534	6074	6074
DPOGS204535	619	619
DPOGS204536	2121	2121
DPOGS204537	860	860
DPOGS204538	1356	1356
DPOGS204541	1883	1883
DPOGS204542	1748	1748
DPOGS204543	728	728
DPOGS204544	2710	2710
DPOGS204545	5520	5520
DPOGS204546	2060	2060
DPOGS204548	1248	1248
DPOGS204549	1125	1125
DPOGS204550	1660	1660
DPOGS204551	7808	7808
DPOGS204552	9827	9827
DPOGS204553	4067	4067
DPOGS204554	8712	8712
DPOGS204555	5361	5361
DPOGS204556	7091	7091
DPOGS204557	5776	5776
DPOGS204558	1603	1603
DPOGS204559	7486	7486
DPOGS204561	285	285
DPOGS204562	2721	2721
DPOGS204563	552	552
DPOGS204572	9888	9888
DPOGS204574	7776	7776
DPOGS204577	22304	22304
DPOGS204592	886	886
DPOGS204593	1130	1130
DPOGS204596	1013	1013
DPOGS204610	207	207
DPOGS204612	7772	7772
DPOGS204613	16663	16663
DPOGS204615	989	989
DPOGS204617	2593	2593
DPOGS204621	1270	1270
DPOGS204622	4695	4695
DPOGS204623	2926	2926
DPOGS204625	3052	3052
DPOGS204626	2367	2367
DPOGS204627	1800	1800
DPOGS204628	5527	5527
DPOGS204629	4392	4392
DPOGS204630	4140	4140
DPOGS204634	823	823
DPOGS204635	9194	9194
DPOGS204636	2354	2354
DPOGS204637	1628	1628
DPOGS204638	9544	9544
DPOGS204639	2098	2098
DPOGS204640	1765	1765
DPOGS204641	2901	2901
DPOGS204643	4072	4072
DPOGS204644	11805	11805
DPOGS204648	11559	11559
DPOGS204649	7599	7599
DPOGS204651	186	186
DPOGS204735	1578	1578
DPOGS204736	2892	2892
DPOGS204737	5791	5791
DPOGS204738	2551	2551
DPOGS204739	4255	4255
DPOGS204740	2807	2807
DPOGS204741	2705	2705
DPOGS204742	337	337
DPOGS204743	2991	2991
DPOGS204744	6852	6852
DPOGS204745	2796	2796
DPOGS204746	4279	4279
DPOGS204747	3125	3125
DPOGS204748	1618	1618
DPOGS204749	2810	2810
DPOGS204750	8395	8395
DPOGS204751	2953	2953
DPOGS204752	1285	1285
DPOGS204753	2736	2736
DPOGS204755	1646	1646
DPOGS204756	4772	4772
DPOGS204757	355	355
DPOGS204758	1562	1562
DPOGS204759	413	413
DPOGS204760	1562	1562
DPOGS204762	2842	2842
DPOGS204763	12552	12552
DPOGS204764	2277	2277
DPOGS204765	3923	3923
DPOGS204766	550	550
DPOGS204767	359	359
DPOGS204768	611	611
DPOGS204769	8913	8913
DPOGS204771	8855	8855
DPOGS204774	2057	2057
DPOGS204776	6859	6859
DPOGS204777	656	656
DPOGS204779	9278	9278
DPOGS204780	7501	7501
DPOGS204781	3255	3255
DPOGS204782	2327	2327
DPOGS204783	799	799
DPOGS204785	1637	1637
DPOGS204786	2791	2791
DPOGS204787	372	372
DPOGS204788	450	450
DPOGS204790	12854	12854
DPOGS204791	1255	1255
DPOGS204792	4597	4597
DPOGS204793	2376	2376
DPOGS204794	633	633
DPOGS204796	507	507
DPOGS204797	881	881
DPOGS204804	760	760
DPOGS204835	3825	3825
DPOGS204836	1627	1627
DPOGS204837	3416	3416
DPOGS204840	4371	4371
DPOGS204841	2059	2059
DPOGS204843	6251	6251
DPOGS204855	3186	3186
DPOGS204857	2925	2925
DPOGS204858	4846	4846
DPOGS204860	653	653
DPOGS204861	216	216
DPOGS204862	825	825
DPOGS204863	552	552
DPOGS204923	6848	6848
DPOGS204967	1154	1154
DPOGS204969	1930	1930
DPOGS204972	5611	5611
DPOGS204979	5894	5894
DPOGS204984	1741	1741
DPOGS204985	2370	2370
DPOGS204987	4882	4882
DPOGS204988	5185	5185
DPOGS204991	4589	4589
DPOGS204995	2759	2759
DPOGS205001	2523	2523
DPOGS205002	2373	2373
DPOGS205003	2101	2101
DPOGS205014	7499	7499
DPOGS205015	3016	3016
DPOGS205016	6744	6744
DPOGS205017	4577	4577
DPOGS205018	418	418
DPOGS205019	4602	4602
DPOGS205020	6813	6813
DPOGS205021	2380	2380
DPOGS205022	72	72
DPOGS205042	22744	22744
DPOGS205045	7839	7839
DPOGS205048	8946	8946
DPOGS205051	9296	9296
DPOGS205053	29741	29741
DPOGS205057	10171	10171
DPOGS205063	7915	7915
DPOGS205065	11674	11674
DPOGS205066	9636	9636
DPOGS205070	8505	8505
DPOGS205071	19137	19137
DPOGS205075	8132	8132
DPOGS205078	15639	15639
DPOGS205085	6923	6923
DPOGS205086	9855	9855
DPOGS205091	22146	22146
DPOGS205092	15533	15533
DPOGS205093	10461	10461
DPOGS205097	10645	10645
DPOGS205123	5277	5277
DPOGS205126	3634	3634
DPOGS205128	549	549
DPOGS205190	2941	2941
DPOGS205191	3327	3327
DPOGS205192	1351	1351
DPOGS205193	2059	2059
DPOGS205196	2281	2281
DPOGS205197	6159	6159
DPOGS205199	2522	2522
DPOGS205200	1444	1444
DPOGS205202	1937	1937
DPOGS205203	2236	2236
DPOGS205205	838	838
DPOGS205206	3129	3129
DPOGS205208	28758	28758
DPOGS205209	1417	1417
DPOGS205210	2725	2725
DPOGS205214	2705	2705
DPOGS205217	2825	2825
DPOGS205218	2893	2893
DPOGS205219	9700	9700
DPOGS205220	2732	2732
DPOGS205222	12119	12119
DPOGS205223	2026	2026
DPOGS205225	4294	4294
DPOGS205226	3558	3558
DPOGS205230	2654	2654
DPOGS205231	21064	21064
DPOGS205232	11586	11586
DPOGS205233	3214	3214
DPOGS205234	1365	1365
DPOGS205235	731	731
DPOGS205237	3029	3029
DPOGS205239	2239	2239
DPOGS205240	2624	2624
DPOGS205241	1626	1626
DPOGS205243	2214	2214
DPOGS205244	19415	19415
DPOGS205245	2957	2957
DPOGS205246	2758	2758
DPOGS205247	1143	1143
DPOGS205250	81	81
DPOGS205251	329	329
DPOGS205252	132	132
DPOGS205254	1504	1504
DPOGS205256	438	438
DPOGS205257	766	766
DPOGS205259	1364	1364
DPOGS205261	276	276
DPOGS205262	746	746
DPOGS205263	6622	6622
DPOGS205265	204	204
DPOGS205266	204	204
DPOGS205267	2321	2321
DPOGS205268	2442	2442
DPOGS205269	7259	7259
DPOGS205270	773	773
DPOGS205272	936	936
DPOGS205273	2945	2945
DPOGS205274	2493	2493
DPOGS205275	2183	2183
DPOGS205276	2105	2105
DPOGS205278	6728	6728
DPOGS205279	4665	4665
DPOGS205280	5506	5506
DPOGS205281	3895	3895
DPOGS205283	1950	1950
DPOGS205285	3764	3764
DPOGS205286	2358	2358
DPOGS205287	5272	5272
DPOGS205288	6740	6740
DPOGS205289	343	343
DPOGS205290	4728	4728
DPOGS205292	1013	1013
DPOGS205293	870	870
DPOGS205295	3888	3888
DPOGS205296	2007	2007
DPOGS205297	501	501
DPOGS205299	1653	1653
DPOGS205300	2094	2094
DPOGS205302	748	748
DPOGS205303	1936	1936
DPOGS205304	3576	3576
DPOGS205335	373	373
DPOGS205336	1704	1704
DPOGS205338	1244	1244
DPOGS205340	3088	3088
DPOGS205341	1231	1231
DPOGS205342	3991	3991
DPOGS205343	4589	4589
DPOGS205360	2794	2794
DPOGS205362	2216	2216
DPOGS205363	4465	4465
DPOGS205364	6023	6023
DPOGS205365	1186	1186
DPOGS205371	2469	2469
DPOGS205372	3833	3833
DPOGS205373	1292	1292
DPOGS205375	986	986
DPOGS205377	14699	14699
DPOGS205379	15611	15611
DPOGS205381	4008	4008
DPOGS205424	486	486
DPOGS205425	2253	2253
DPOGS205427	8480	8480
DPOGS205428	1077	1077
DPOGS205429	3191	3191
DPOGS205431	2848	2848
DPOGS205550	5455	5455
DPOGS205575	288	288
DPOGS205581	5665	5665
DPOGS205582	4907	4907
DPOGS205586	12589	12589
DPOGS205589	12265	12265
DPOGS205590	5135	5135
DPOGS205593	4908	4908
DPOGS205594	1359	1359
DPOGS205595	3343	3343
DPOGS205596	989	989
DPOGS205682	8062	8062
DPOGS205683	1489	1489
DPOGS205684	1542	1542
DPOGS205688	4156	4156
DPOGS205689	4927	4927
DPOGS205690	1327	1327
DPOGS205691	13599	13599
DPOGS205692	8844	8844
DPOGS205693	738	738
DPOGS205694	4203	4203
DPOGS205695	432	432
DPOGS205696	6738	6738
DPOGS205697	513	513
DPOGS205698	1445	1445
DPOGS205699	381	381
DPOGS205700	7645	7645
DPOGS205701	473	473
DPOGS205702	4857	4857
DPOGS205703	1443	1443
DPOGS205704	917	917
DPOGS205705	901	901
DPOGS205706	1229	1229
DPOGS205707	4465	4465
DPOGS205708	1343	1343
DPOGS205709	3575	3575
DPOGS205710	2010	2010
DPOGS205711	1266	1266
DPOGS205712	9855	9855
DPOGS205713	2150	2150
DPOGS205714	2796	2796
DPOGS205715	3617	3617
DPOGS205716	3651	3651
DPOGS205717	546	546
DPOGS205718	297	297
DPOGS205719	2470	2470
DPOGS205720	1100	1100
DPOGS205721	1528	1528
DPOGS205722	3913	3913
DPOGS205723	1512	1512
DPOGS205724	2530	2530
DPOGS205725	9063	9063
DPOGS205744	3346	3346
DPOGS205745	2486	2486
DPOGS205752	2125	2125
DPOGS205775	318	318
DPOGS205883	6594	6594
DPOGS205886	84	84
DPOGS205887	5641	5641
DPOGS205888	3542	3542
DPOGS205889	3842	3842
DPOGS205890	3124	3124
DPOGS205891	1260	1260
DPOGS205892	1807	1807
DPOGS205893	629	629
DPOGS205894	4591	4591
DPOGS205896	713	713
DPOGS205897	722	722
DPOGS205898	1024	1024
DPOGS205899	2009	2009
DPOGS205900	1451	1451
DPOGS205901	3497	3497
DPOGS205902	1960	1960
DPOGS205904	11988	11988
DPOGS205905	2138	2138
DPOGS205906	420	420
DPOGS205908	978	978
DPOGS205909	6314	6314
DPOGS205911	715	715
DPOGS205913	14148	14148
DPOGS205915	7942	7942
DPOGS205916	3670	3670
DPOGS205917	7033	7033
DPOGS205918	4906	4906
DPOGS205919	3772	3772
DPOGS205922	234	234
DPOGS205923	13268	13268
DPOGS205924	2121	2121
DPOGS205925	2587	2587
DPOGS205927	2911	2911
DPOGS205928	13362	13362
DPOGS205929	2663	2663
DPOGS205930	5175	5175
DPOGS205931	5512	5512
DPOGS205932	2747	2747
DPOGS205935	2791	2791
DPOGS205936	2966	2966
DPOGS205937	2925	2925
DPOGS205939	1889	1889
DPOGS205945	4878	4878
DPOGS205946	3455	3455
DPOGS205947	3464	3464
DPOGS205948	3161	3161
DPOGS205950	8216	8216
DPOGS205952	3016	3016
DPOGS205954	3282	3282
DPOGS205955	13645	13645
DPOGS205956	2126	2126
DPOGS205957	2242	2242
DPOGS205960	12400	12400
DPOGS205961	7179	7179
DPOGS205963	3883	3883
DPOGS205964	4540	4540
DPOGS205965	4201	4201
DPOGS205966	252	252
DPOGS205967	6522	6522
DPOGS206005	14722	14722
DPOGS206009	10954	10954
DPOGS206012	21318	21318
DPOGS206017	19050	19050
DPOGS206018	11121	11121
DPOGS206019	587	587
DPOGS206020	299	299
DPOGS206021	514	514
DPOGS206061	12909	12909
DPOGS206062	19839	19839
DPOGS206064	13103	13103
DPOGS206067	8117	8117
DPOGS206071	10986	10986
DPOGS206075	11205	11205
DPOGS206078	9342	9342
DPOGS206084	11728	11728
DPOGS206086	10899	10899
DPOGS206087	6901	6901
DPOGS206089	9764	9764
DPOGS206090	11860	11860
DPOGS206091	13827	13827
DPOGS206105	11110	11110
DPOGS206108	6956	6956
DPOGS206114	14248	14248
DPOGS206161	6690	6690
DPOGS206162	588	588
DPOGS206163	228	228
DPOGS206165	950	950
DPOGS206167	333	333
DPOGS206174	156	156
DPOGS206175	3756	3756
DPOGS206181	138	138
DPOGS206182	771	771
DPOGS206184	114	114
DPOGS206185	954	954
DPOGS206188	507	507
DPOGS206189	1349	1349
DPOGS206190	1315	1315
DPOGS206199	995	995
DPOGS206201	3476	3476
DPOGS206202	3190	3190
DPOGS206203	4192	4192
DPOGS206216	4104	4104
DPOGS206217	3258	3258
DPOGS206218	4349	4349
DPOGS206219	5361	5361
DPOGS206220	5131	5131
DPOGS206221	3455	3455
DPOGS206222	11292	11292
DPOGS206223	2844	2844
DPOGS206224	5622	5622
DPOGS206226	10221	10221
DPOGS206227	2705	2705
DPOGS206228	2132	2132
DPOGS206230	6802	6802
DPOGS206231	6113	6113
DPOGS206232	2043	2043
DPOGS206234	2985	2985
DPOGS206235	8328	8328
DPOGS206237	4875	4875
DPOGS206240	525	525
DPOGS206244	243	243
DPOGS206266	785	785
DPOGS206270	363	363
DPOGS206274	498	498
DPOGS206276	625	625
DPOGS206279	1414	1414
DPOGS206287	1733	1733
DPOGS206292	360	360
DPOGS206367	248	248
DPOGS206407	10410	10410
DPOGS206408	8976	8976
DPOGS206409	1947	1947
DPOGS206411	15109	15109
DPOGS206412	7460	7460
DPOGS206415	11768	11768
DPOGS206417	846	846
DPOGS206419	1032	1032
DPOGS206423	7778	7778
DPOGS206425	1703	1703
DPOGS206426	8763	8763
DPOGS206429	933	933
DPOGS206430	12587	12587
DPOGS206494	910	910
DPOGS206495	567	567
DPOGS206496	264	264
DPOGS206498	5004	5004
DPOGS206499	12194	12194
DPOGS206500	753	753
DPOGS206501	596	596
DPOGS206502	11018	11018
DPOGS206508	466	466
DPOGS206509	2143	2143
DPOGS206510	1408	1408
DPOGS206511	5268	5268
DPOGS206512	1614	1614
DPOGS206513	1010	1010
DPOGS206514	9803	9803
DPOGS206515	8600	8600
DPOGS206516	13058	13058
DPOGS206518	1521	1521
DPOGS206519	2049	2049
DPOGS206520	6848	6848
DPOGS206521	1168	1168
DPOGS206523	2818	2818
DPOGS206524	3318	3318
DPOGS206525	848	848
DPOGS206555	17140	17140
DPOGS206556	2221	2221
DPOGS206558	13806	13806
DPOGS206559	677	677
DPOGS206560	4069	4069
DPOGS206561	4467	4467
DPOGS206562	12934	12934
DPOGS206563	3010	3010
DPOGS206564	10135	10135
DPOGS206565	1239	1239
DPOGS206566	2469	2469
DPOGS206567	351	351
DPOGS206568	351	351
DPOGS206569	559	559
DPOGS206570	2084	2084
DPOGS206571	3480	3480
DPOGS206572	351	351
DPOGS206573	5171	5171
DPOGS206574	345	345
DPOGS206575	667	667
DPOGS206576	2938	2938
DPOGS206579	22678	22678
DPOGS206580	1881	1881
DPOGS206581	4852	4852
DPOGS206582	2487	2487
DPOGS206583	1575	1575
DPOGS206584	1004	1004
DPOGS206585	1334	1334
DPOGS206586	18156	18156
DPOGS206710	2554	2554
DPOGS206716	17945	17945
DPOGS206726	8002	8002
DPOGS206737	3498	3498
DPOGS206745	9452	9452
DPOGS206746	3574	3574
DPOGS206748	3232	3232
DPOGS206752	3291	3291
DPOGS206756	5019	5019
DPOGS206757	6502	6502
DPOGS206764	6335	6335
DPOGS206765	195	195
DPOGS206767	1162	1162
DPOGS206768	762	762
DPOGS206771	1200	1200
DPOGS206776	1158	1158
DPOGS206777	567	567
DPOGS206780	314	314
DPOGS207208	906	906
DPOGS207212	627	627
DPOGS207214	440	440
DPOGS207215	1202	1202
DPOGS207219	434	434
DPOGS207220	567	567
DPOGS207221	156	156
DPOGS207222	1109	1109
DPOGS207240	313	313
DPOGS207316	3879	3879
DPOGS207318	1772	1772
DPOGS207319	2065	2065
DPOGS207320	206	206
DPOGS207331	4919	4919
DPOGS207332	5615	5615
DPOGS207335	5943	5943
DPOGS207336	3220	3220
DPOGS207337	4376	4376
DPOGS207345	3746	3746
DPOGS207346	3472	3472
DPOGS207351	2597	2597
DPOGS207353	6387	6387
DPOGS207354	4285	4285
DPOGS207355	4179	4179
DPOGS207356	4593	4593
DPOGS207357	2850	2850
DPOGS207358	5320	5320
DPOGS207359	2440	2440
DPOGS207360	6529	6529
DPOGS207363	4253	4253
DPOGS207367	141	141
DPOGS207368	600	600
DPOGS207369	111	111
DPOGS207498	201	201
DPOGS207507	13589	13589
DPOGS207514	9802	9802
DPOGS207515	10740	10740
DPOGS207520	21660	21660
DPOGS207532	10080	10080
DPOGS207535	8436	8436
DPOGS207536	8160	8160
DPOGS207537	739	739
DPOGS207540	1078	1078
DPOGS207541	273	273
DPOGS207542	1131	1131
DPOGS207670	6138	6138
DPOGS207673	4690	4690
DPOGS207674	5448	5448
DPOGS207675	4164	4164
DPOGS207677	6363	6363
DPOGS207680	2938	2938
DPOGS207682	3863	3863
DPOGS207686	3740	3740
DPOGS207696	3302	3302
DPOGS207699	2665	2665
DPOGS207703	2099	2099
DPOGS207710	1814	1814
DPOGS207711	2281	2281
DPOGS207714	5681	5681
DPOGS207716	5785	5785
DPOGS207719	2208	2208
DPOGS207723	4705	4705
DPOGS207724	5098	5098
DPOGS207726	2071	2071
DPOGS207727	2396	2396
DPOGS207729	2578	2578
DPOGS207731	2922	2922
DPOGS207733	3924	3924
DPOGS207736	2227	2227
DPOGS207739	6766	6766
DPOGS207743	5891	5891
DPOGS207746	5809	5809
DPOGS207750	4788	4788
DPOGS207753	6674	6674
DPOGS207754	2997	2997
DPOGS207758	5578	5578
DPOGS207759	2118	2118
DPOGS207761	3879	3879
DPOGS207762	6728	6728
DPOGS207764	2881	2881
DPOGS207766	2894	2894
DPOGS207767	2266	2266
DPOGS207769	2621	2621
DPOGS207775	3894	3894
DPOGS207776	1562	1562
DPOGS207781	5919	5919
DPOGS207782	2411	2411
DPOGS207785	3464	3464
DPOGS207786	2132	2132
DPOGS207787	2884	2884
DPOGS207788	3691	3691
DPOGS207789	2263	2263
DPOGS207791	1891	1891
DPOGS207793	1941	1941
DPOGS207794	5471	5471
DPOGS207795	3718	3718
DPOGS207796	6388	6388
DPOGS207800	6553	6553
DPOGS207802	2832	2832
DPOGS207804	3876	3876
DPOGS207814	4564	4564
DPOGS207815	2673	2673
DPOGS207817	2174	2174
DPOGS207820	5007	5007
DPOGS207823	2112	2112
DPOGS207825	4199	4199
DPOGS207827	2555	2555
DPOGS207829	2771	2771
DPOGS207830	3617	3617
DPOGS207838	3132	3132
DPOGS207839	2582	2582
DPOGS207843	3957	3957
DPOGS207844	2277	2277
DPOGS207846	4981	4981
DPOGS207850	2596	2596
DPOGS207854	4953	4953
DPOGS207855	2318	2318
DPOGS207856	3263	3263
DPOGS207858	2161	2161
DPOGS207860	5500	5500
DPOGS207900	1306	1306
DPOGS207901	8829	8829
DPOGS207902	7105	7105
DPOGS207904	3099	3099
DPOGS207905	2200	2200
DPOGS207906	1315	1315
DPOGS207907	3946	3946
DPOGS207909	2171	2171
DPOGS207910	2793	2793
DPOGS207911	8067	8067
DPOGS207912	11831	11831
DPOGS207913	3444	3444
DPOGS207925	2330	2330
DPOGS207926	778	778
DPOGS207927	1392	1392
DPOGS207929	624	624
DPOGS207931	1617	1617
DPOGS207932	1194	1194
DPOGS207934	561	561
DPOGS207939	1922	1922
DPOGS207945	1359	1359
DPOGS207949	838	838
DPOGS207950	2224	2224
DPOGS207952	1427	1427
DPOGS207954	1671	1671
DPOGS207960	917	917
DPOGS207965	2071	2071
DPOGS207968	690	690
DPOGS207972	837	837
DPOGS207974	748	748
DPOGS207977	468	468
DPOGS207980	1521	1521
DPOGS207981	1040	1040
DPOGS207983	1742	1742
DPOGS207985	1566	1566
DPOGS207986	1355	1355
DPOGS207991	1302	1302
DPOGS207993	1490	1490
DPOGS207994	1302	1302
DPOGS207997	2479	2479
DPOGS207999	618	618
DPOGS208063	177	177
DPOGS208070	2865	2865
DPOGS208072	9079	9079
DPOGS208076	9368	9368
DPOGS208078	3028	3028
DPOGS208079	4837	4837
DPOGS208080	5107	5107
DPOGS208081	4228	4228
DPOGS208084	9808	9808
DPOGS208089	531	531
DPOGS208090	183	183
DPOGS208108	165	165
DPOGS208111	8646	8646
DPOGS208114	16894	16894
DPOGS208135	180	180
DPOGS208136	4100	4100
DPOGS208137	5786	5786
DPOGS208147	553	553
DPOGS208148	222	222
DPOGS208149	13155	13155
DPOGS208151	9555	9555
DPOGS208152	16058	16058
DPOGS208153	1464	1464
DPOGS208154	10932	10932
DPOGS208155	8340	8340
DPOGS208157	1561	1561
DPOGS208158	11420	11420
DPOGS208159	8524	8524
DPOGS208160	1793	1793
DPOGS208161	1489	1489
DPOGS208163	8775	8775
DPOGS208164	270	270
DPOGS208165	1993	1993
DPOGS208166	16428	16428
DPOGS208167	9953	9953
DPOGS208169	3867	3867
DPOGS208172	2877	2877
DPOGS208179	2060	2060
DPOGS208180	2289	2289
DPOGS208184	6400	6400
DPOGS208185	3136	3136
DPOGS208187	5945	5945
DPOGS208189	3876	3876
DPOGS208191	706	706
DPOGS208192	333	333
DPOGS208193	506	506
DPOGS208194	294	294
DPOGS208195	631	631
DPOGS208196	1082	1082
DPOGS208199	1579	1579
DPOGS208204	744	744
DPOGS208212	1430	1430
DPOGS208214	1618	1618
DPOGS208216	655	655
DPOGS208220	555	555
DPOGS208305	397	397
DPOGS208306	1933	1933
DPOGS208330	14819	14819
DPOGS208344	9115	9115
DPOGS208363	911	911
DPOGS208402	14887	14887
DPOGS208404	12220	12220
DPOGS208406	12753	12753
DPOGS208419	5957	5957
DPOGS208420	828	828
DPOGS208422	627	627
DPOGS208423	3930	3930
DPOGS208424	2055	2055
DPOGS208425	6126	6126
DPOGS208589	11349	11349
DPOGS208591	15303	15303
DPOGS208592	15369	15369
DPOGS208593	7732	7732
DPOGS208594	12277	12277
DPOGS208597	19700	19700
DPOGS208602	8597	8597
DPOGS208604	16395	16395
DPOGS208608	18421	18421
DPOGS208610	5804	5804
DPOGS208611	15475	15475
DPOGS208612	18075	18075
DPOGS208613	12743	12743
DPOGS208614	15921	15921
DPOGS208615	9587	9587
DPOGS208618	19898	19898
DPOGS208623	19883	19883
DPOGS208624	7352	7352
DPOGS208627	6590	6590
DPOGS208628	554	554
DPOGS208630	2095	2095
DPOGS208632	3120	3120
DPOGS208633	1995	1995
DPOGS208637	8568	8568
DPOGS208638	3160	3160
DPOGS208640	3824	3824
DPOGS208641	5518	5518
DPOGS208643	2217	2217
DPOGS208644	6312	6312
DPOGS208645	3316	3316
DPOGS208650	4653	4653
DPOGS208653	3456	3456
DPOGS208655	2977	2977
DPOGS208659	8027	8027
DPOGS208660	5920	5920
DPOGS208661	8992	8992
DPOGS208662	3524	3524
DPOGS208665	4606	4606
DPOGS208671	2930	2930
DPOGS208674	3540	3540
DPOGS208676	3009	3009
DPOGS208677	4350	4350
DPOGS208684	2931	2931
DPOGS208689	4017	4017
DPOGS208692	4197	4197
DPOGS208694	6201	6201
DPOGS208697	2743	2743
DPOGS208700	6507	6507
DPOGS208701	6918	6918
DPOGS208703	3555	3555
DPOGS208707	5261	5261
DPOGS208709	2350	2350
DPOGS208713	9317	9317
DPOGS208715	6705	6705
DPOGS208719	4318	4318
DPOGS208720	2673	2673
DPOGS208722	2744	2744
DPOGS208726	7931	7931
DPOGS208728	8302	8302
DPOGS208731	5381	5381
DPOGS208732	3614	3614
DPOGS208735	2614	2614
DPOGS208741	9002	9002
DPOGS208742	8984	8984
DPOGS208743	6446	6446
DPOGS208744	6856	6856
DPOGS208746	6955	6955
DPOGS208747	2624	2624
DPOGS208748	5172	5172
DPOGS208749	6352	6352
DPOGS208752	8096	8096
DPOGS208754	2543	2543
DPOGS208756	8275	8275
DPOGS208758	6238	6238
DPOGS208759	2853	2853
DPOGS208762	5159	5159
DPOGS208763	1617	1617
DPOGS208766	2843	2843
DPOGS208768	3997	3997
DPOGS208770	4672	4672
DPOGS208774	8138	8138
DPOGS208777	9654	9654
DPOGS208778	7869	7869
DPOGS208780	4718	4718
DPOGS208786	9699	9699
DPOGS208787	5602	5602
DPOGS208791	3021	3021
DPOGS208792	3272	3272
DPOGS208799	3379	3379
DPOGS208800	2549	2549
DPOGS208810	5641	5641
DPOGS208811	4342	4342
DPOGS208813	2692	2692
DPOGS208814	3850	3850
DPOGS208816	3201	3201
DPOGS208817	6659	6659
DPOGS208826	6246	6246
DPOGS208827	6655	6655
DPOGS208828	4495	4495
DPOGS208829	3704	3704
DPOGS208830	4368	4368
DPOGS208831	2430	2430
DPOGS208836	7162	7162
DPOGS208840	3016	3016
DPOGS208841	1818	1818
DPOGS208843	2784	2784
DPOGS208846	7282	7282
DPOGS208849	10696	10696
DPOGS208850	5741	5741
DPOGS208852	2724	2724
DPOGS208853	1251	1251
DPOGS208859	1643	1643
DPOGS208862	1898	1898
DPOGS208863	2974	2974
DPOGS208864	774	774
DPOGS208870	1335	1335
DPOGS208871	2347	2347
DPOGS208874	2565	2565
DPOGS208875	2482	2482
DPOGS208876	3354	3354
DPOGS208878	1760	1760
DPOGS208879	1380	1380
DPOGS208880	1175	1175
DPOGS208881	2335	2335
DPOGS208885	1692	1692
DPOGS208888	5630	5630
DPOGS208889	1245	1245
DPOGS208890	4595	4595
DPOGS208892	2637	2637
DPOGS208893	957	957
DPOGS208897	2019	2019
DPOGS208901	714	714
DPOGS208902	1648	1648
DPOGS208903	1074	1074
DPOGS208904	4089	4089
DPOGS208905	1677	1677
DPOGS208906	1057	1057
DPOGS208908	6166	6166
DPOGS208909	1367	1367
DPOGS208911	4957	4957
DPOGS208912	6544	6544
DPOGS208918	1257	1257
DPOGS208919	2823	2823
DPOGS208920	1880	1880
DPOGS208922	2495	2495
DPOGS208924	4659	4659
DPOGS208925	2111	2111
DPOGS208926	623	623
DPOGS208928	691	691
DPOGS208929	813	813
DPOGS208930	4997	4997
DPOGS208931	1329	1329
DPOGS208934	2026	2026
DPOGS208935	815	815
DPOGS208938	2363	2363
DPOGS208940	2384	2384
DPOGS208942	801	801
DPOGS208943	2320	2320
DPOGS208945	2122	2122
DPOGS208947	1924	1924
DPOGS208950	914	914
DPOGS208951	1270	1270
DPOGS208952	3083	3083
DPOGS208954	3378	3378
